Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.06     0.00     5688     0.00     0.00  hashmap_getP
  0.00      0.06     0.00     5218     0.00     0.00  ecs_checkCallbackType
  0.00      0.06     0.00     5050     0.00     0.00  nk_raylib_font_get_text_width
  0.00      0.06     0.00     4676     0.00     0.45  ecs_execCallback
  0.00      0.06     0.00     4541     0.00     0.00  BoxTransform
  0.00      0.06     0.00     4040     0.00     0.00  array_clear
  0.00      0.06     0.00     4040     0.00     0.00  nk_panel_is_sub
  0.00      0.06     0.00     3558     0.00     0.00  array_popBack
  0.00      0.06     0.00     3558     0.00     0.00  logPopTag
  0.00      0.06     0.00     3558     0.00     0.00  logPushTag
  0.00      0.06     0.00     3350     0.00     0.00  luaAlloc
  0.00      0.06     0.00     3058     0.00     2.81  nk_zero
  0.00      0.06     0.00     3030     0.00     0.00  nk_fill_rect
  0.00      0.06     0.00     3030     0.00     0.00  nk_rgb_factor
  0.00      0.06     0.00     3028     0.00     0.00  nk_strlen
  0.00      0.06     0.00     2584     0.00     0.00  nk_vec2
  0.00      0.06     0.00     2524     0.00     0.00  nk_input_is_mouse_hovering_rect
  0.00      0.06     0.00     2469     0.00     0.00  GetProjectionMatrix
  0.00      0.06     0.00     2469     0.00     0.00  GetViewMatrix
  0.00      0.06     0.00     2022     0.00     0.00  nk_memcopy
  0.00      0.06     0.00     2020     0.00     0.00  GetCameraFrustum
  0.00      0.06     0.00     2020     0.00     0.00  moonnuklear_checkxxx
  0.00      0.06     0.00     2020     0.00     0.00  moonnuklear_udata_test
  0.00      0.06     0.00     2020     0.00     0.00  nk_draw_text
  0.00      0.06     0.00     2020     0.00     0.00  nk_panel_get_padding
  0.00      0.06     0.00     2020     0.00     0.00  nk_push_scissor
  0.00      0.06     0.00     2020     0.00     0.00  nk_stroke_rect
  0.00      0.06     0.00     2020     0.00     0.00  nk_widget_text
  0.00      0.06     0.00     2020     0.00     5.85  render_createMeshRendererDrawList
  0.00      0.06     0.00     2020     0.00     1.56  render_drawVisibleMeshes
  0.00      0.06     0.00     2020     0.00     4.95  render_sortMeshRenderers
  0.00      0.06     0.00     1676     0.00     0.00  Malloc_
  0.00      0.06     0.00     1676     0.00     0.00  moonnuklear_Malloc
  0.00      0.06     0.00     1674     0.00     0.00  CodeTree_RB_FIND
  0.00      0.06     0.00     1674     0.00     0.00  Free_
  0.00      0.06     0.00     1674     0.00     0.00  StringTree_RB_FIND
  0.00      0.06     0.00     1674     0.00     0.00  code_search
  0.00      0.06     0.00     1674     0.00     0.00  moonnuklear_Free
  0.00      0.06     0.00     1674     0.00     0.00  str_search
  0.00      0.06     0.00     1516     0.00     0.00  nk_input_has_mouse_click_down_in_rect
  0.00      0.06     0.00     1516     0.00     0.00  nk_input_has_mouse_click_in_rect
  0.00      0.06     0.00     1516     0.00     0.00  nk_panel_has_header
  0.00      0.06     0.00     1515     0.00     0.00  nk_input_button
  0.00      0.06     0.00     1515     0.00     0.00  renderGetLightSrcShadowCam
  0.00      0.06     0.00     1507     0.00     0.15  engine_updateTransform
  0.00      0.06     0.00     1301     0.00     0.00  fifo_write
  0.00      0.06     0.00     1014     0.00     0.45  engine_getScript
  0.00      0.06     0.00     1012     0.00     0.00  array_capacity
  0.00      0.06     0.00     1012     0.00     2.81  nk_create_page_element
  0.00      0.06     0.00     1010     0.00     0.00  GetNuklearScaling
  0.00      0.06     0.00     1010     0.00     0.45  engineCbScriptOnUpdate
  0.00      0.06     0.00     1010     0.00     0.45  engine_cbLightSourceOnUpdate
  0.00      0.06     0.00     1010     0.00     0.00  moonnuklear_echeckrect
  0.00      0.06     0.00     1010     0.00     8.43  nk_begin
  0.00      0.06     0.00     1010     0.00     8.43  nk_begin_titled
  0.00      0.06     0.00     1010     0.00     0.00  nk_button_behavior
  0.00      0.06     0.00     1010     0.00     5.61  nk_create_panel
  0.00      0.06     0.00     1010     0.00     0.00  nk_do_button
  0.00      0.06     0.00     1010     0.00     0.00  nk_do_button_symbol
  0.00      0.06     0.00     1010     0.00     0.00  nk_do_scrollbarh
  0.00      0.06     0.00     1010     0.00     0.00  nk_do_scrollbarv
  0.00      0.06     0.00     1010     0.00     0.00  nk_draw_button
  0.00      0.06     0.00     1010     0.00     0.00  nk_draw_button_symbol
  0.00      0.06     0.00     1010     0.00     0.00  nk_draw_symbol
  0.00      0.06     0.00     1010     0.00     0.00  nk_end
  0.00      0.06     0.00     1010     0.00     0.00  nk_find_window
  0.00      0.06     0.00     1010     0.00     0.00  nk_finish
  0.00      0.06     0.00     1010     0.00     0.00  nk_finish_buffer
  0.00      0.06     0.00     1010     0.00     0.00  nk_free_page_element
  0.00      0.06     0.00     1010     0.00     0.00  nk_free_panel
  0.00      0.06     0.00     1010     0.00     0.00  nk_input_is_mouse_prev_hovering_rect
  0.00      0.06     0.00     1010     0.00     0.00  nk_layout_reset_min_row_height
  0.00      0.06     0.00     1010     0.00     0.00  nk_link_page_element_into_freelist
  0.00      0.06     0.00     1010     0.00     0.00  nk_murmur_hash
  0.00      0.06     0.00     1010     0.00     2.81  nk_panel_begin
  0.00      0.06     0.00     1010     0.00     0.00  nk_panel_end
  0.00      0.06     0.00     1010     0.00     0.00  nk_panel_get_border
  0.00      0.06     0.00     1010     0.00     0.00  nk_panel_get_border_color
  0.00      0.06     0.00     1010     0.00     0.00  nk_panel_is_nonblock
  0.00      0.06     0.00     1010     0.00     0.00  nk_shrink_rect
  0.00      0.06     0.00     1010     0.00     0.00  nk_start
  0.00      0.06     0.00     1010     0.00     0.00  nk_start_buffer
  0.00      0.06     0.00     1010     0.00     0.00  nk_unify
  0.00      0.06     0.00     1008     0.00     0.00  nk_stricmpn
  0.00      0.06     0.00      838     0.00     0.00  CodeTree_RB_NFIND
  0.00      0.06     0.00      838     0.00     0.00  code_first
  0.00      0.06     0.00      837     0.00     0.00  CodeTree_RB_INSERT
  0.00      0.06     0.00      837     0.00     0.00  CodeTree_RB_INSERT_COLOR
  0.00      0.06     0.00      837     0.00     0.00  CodeTree_RB_REMOVE
  0.00      0.06     0.00      837     0.00     0.00  CodeTree_RB_REMOVE_COLOR
  0.00      0.06     0.00      837     0.00     0.00  StringTree_RB_INSERT
  0.00      0.06     0.00      837     0.00     0.00  StringTree_RB_INSERT_COLOR
  0.00      0.06     0.00      837     0.00     0.00  StringTree_RB_REMOVE
  0.00      0.06     0.00      837     0.00     0.00  code_insert
  0.00      0.06     0.00      837     0.00     0.00  code_remove
  0.00      0.06     0.00      837     0.00     0.00  enums_free
  0.00      0.06     0.00      837     0.00     0.00  enums_new
  0.00      0.06     0.00      837     0.00     0.00  moonnuklear_Strdup
  0.00      0.06     0.00      837     0.00     0.00  str_insert
  0.00      0.06     0.00      837     0.00     0.00  str_remove
  0.00      0.06     0.00      823     0.00     0.00  render_setMeshRendererUniforms
  0.00      0.06     0.00      823     0.00     0.00  render_setShaderLightSrcUniforms
  0.00      0.06     0.00      702     0.00     0.00  StringTree_RB_REMOVE_COLOR
  0.00      0.06     0.00      506     0.00     0.00  engine_render_getModel
  0.00      0.06     0.00      505     0.00     0.00  UpdateNuklear
  0.00      0.06     0.00      505     0.00     2.70  ecs_execCallbackAllEnt
  0.00      0.06     0.00      505     0.00     0.45  engine_cbCameraOnUpdate
  0.00      0.06     0.00      505     0.00     0.45  engine_cbRigidBodyOnUpdate
  0.00      0.06     0.00      505     0.00     0.00  engine_dispatchMessages
  0.00      0.06     0.00      505     0.00     2.70  engine_execUpdateCallbacks
  0.00      0.06     0.00      505     0.00     6.71  engine_stepUpdate
  0.00      0.06     0.00      505     0.00     0.00  nk__begin
  0.00      0.06     0.00      505     0.00     0.00  nk_buffer_clear
  0.00      0.06     0.00      505     0.00     0.00  nk_build
  0.00      0.06     0.00      505     0.00     2.81  nk_clear
  0.00      0.06     0.00      505     0.00     0.00  nk_input_begin
  0.00      0.06     0.00      505     0.00     0.00  nk_input_end
  0.00      0.06     0.00      505     0.00     0.00  nk_input_motion
  0.00      0.06     0.00      505     0.00     0.00  nk_raylib_input_keyboard
  0.00      0.06     0.00      505     0.00     0.00  nk_raylib_input_mouse
  0.00      0.06     0.00      505     0.00    49.44  render_drawScene
  0.00      0.06     0.00      505     0.00    37.08  render_drawShadowMaps
  0.00      0.06     0.00      505     0.00     0.00  render_updateShadowMaps
  0.00      0.06     0.00      505     0.00     0.00  render_updateState
  0.00      0.06     0.00      505     0.00     0.00  weatherCbPostRender
  0.00      0.06     0.00      505     0.00     0.00  weatherCbPreRender
  0.00      0.06     0.00      501     0.00     4.04  engine_updateTransforms
  0.00      0.06     0.00      501     0.00     0.00  physics_bodyUpdate
  0.00      0.06     0.00      501     0.00     0.00  physics_collisionBroadPhase
  0.00      0.06     0.00      501     0.00     0.00  physics_collisionNarrowPhase
  0.00      0.06     0.00      501     0.00     0.00  physics_updateBodies
  0.00      0.06     0.00      501     0.00     0.00  physics_updateCollisions
  0.00      0.06     0.00      258     0.00     0.00  hashmap_getU32
  0.00      0.06     0.00      258     0.00     0.00  str_hash
  0.00      0.06     0.00      172     0.00     0.00  logLevelIsVisibleHeader
  0.00      0.06     0.00       86     0.00     0.00  _log
  0.00      0.06     0.00       83     0.00     0.00  nk_style_item_color
  0.00      0.06     0.00       59     0.00     0.00  binsearch_s32Inc
  0.00      0.06     0.00       55     0.00     0.00  ecs_getEntityNameCstr
  0.00      0.06     0.00       55     0.00     0.00  ecs_getEntityNameCstrP
  0.00      0.06     0.00       29     0.00     0.45  ecs_setCallback
  0.00      0.06     0.00       24     0.00     0.45  ecs_entityExists
  0.00      0.06     0.00       21     0.00     0.45  ecs_compExists
  0.00      0.06     0.00       21     0.00     0.00  fifo_av_read
  0.00      0.06     0.00       21     0.00     0.00  fifo_read
  0.00      0.06     0.00       20     0.00     0.00  nk_handle_ptr
  0.00      0.06     0.00       17     0.00     0.45  ecs_registerComp
  0.00      0.06     0.00       16     0.00     0.00  nk_rgb
  0.00      0.06     0.00       14     0.00     0.00  nk_rgba
  0.00      0.06     0.00       12     0.00     0.00  hashmap_set
  0.00      0.06     0.00       10     0.00     0.45  luaCreateComponentTable
  0.00      0.06     0.00       10     0.00     0.00  moonnuklear_udata_define
  0.00      0.06     0.00        8     0.00     0.00  array_at
  0.00      0.06     0.00        8     0.00     0.00  array_resize
  0.00      0.06     0.00        8     0.00     1.14  ecs_execCallbackAllComp
  0.00      0.06     0.00        8     0.00     0.00  hashmap_resize
  0.00      0.06     0.00        6     0.00     0.00  engine_render_addModel
  0.00      0.06     0.00        4     0.00     0.00  array_del
  0.00      0.06     0.00        4     0.00     0.00  array_has
  0.00      0.06     0.00        4     0.00     0.00  array_init
  0.00      0.06     0.00        4     0.00     0.45  ecs_registerEntity
  0.00      0.06     0.00        4     0.00     0.00  ecs_unregisterEntity
  0.00      0.06     0.00        4     0.00     0.60  engine_cbTransformOnCreate
  0.00      0.06     0.00        4     0.00     0.45  engine_createInfo
  0.00      0.06     0.00        4     0.00     0.90  engine_createTransform
  0.00      0.06     0.00        4     0.00     1.14  engine_entityDestroy
  0.00      0.06     0.00        4     0.00     1.14  engine_entityPostCreate
  0.00      0.06     0.00        4     0.00     0.00  engine_render_addShader
  0.00      0.06     0.00        4     0.00     0.00  hashmap_init
  0.00      0.06     0.00        4     0.00     0.45  insertsort_u32Inc
  0.00      0.06     0.00        4     0.00     0.00  registerShader
  0.00      0.06     0.00        3     0.00     0.00  cmp
  0.00      0.06     0.00        3     0.00     0.45  engine_getInfo
  0.00      0.06     0.00        3     0.00     4.64  luaCreateEntityTable
  0.00      0.06     0.00        3     0.00     0.00  nk_pool_alloc
  0.00      0.06     0.00        3     0.00     0.00  nk_style_item_hide
  0.00      0.06     0.00        3     0.00     0.00  udata_search
  0.00      0.06     0.00        3     0.00     0.00  udatatree_s_RB_FIND
  0.00      0.06     0.00        2     0.00     0.45  engineCbScriptOnCreate
  0.00      0.06     0.00        2     0.00     0.45  engineCbScriptOnDestroy
  0.00      0.06     0.00        2     0.00     0.00  engine_cbLightSourceOnCreate
  0.00      0.06     0.00        2     0.00     0.00  engine_cbLightSourceOnDestroy
  0.00      0.06     0.00        2     0.00     0.00  engine_cbMeshRendererOnCreate
  0.00      0.06     0.00        2     0.00     0.00  engine_cbMeshRendererOnDestroy
  0.00      0.06     0.00        2     0.00     1.35  engine_createMeshRenderer
  0.00      0.06     0.00        2     0.00     1.80  engine_createScriptFromFile
  0.00      0.06     0.00        2     0.00     0.45  engine_getCollider
  0.00      0.06     0.00        2     0.00     0.45  engine_getLightSrc
  0.00      0.06     0.00        2     0.00     0.45  engine_getMeshRenderer
  0.00      0.06     0.00        2     0.00     0.00  engine_render_registerLightSrc
  0.00      0.06     0.00        2     0.00     0.00  engine_render_registerMeshRenderer
  0.00      0.06     0.00        2     0.00     0.00  engine_render_unregisterLightSrc
  0.00      0.06     0.00        2     0.00     0.00  engine_render_unregisterMeshRenderer
  0.00      0.06     0.00        2     0.00     0.00  fifo_init
  0.00      0.06     0.00        2     0.00     0.00  hashmap_del
  0.00      0.06     0.00        2     0.00     0.00  hashmap_delResize
  0.00      0.06     0.00        2     0.00     0.00  loadFileStr
  0.00      0.06     0.00        2     0.00     0.00  luaEnvLoad
  0.00      0.06     0.00        2     0.00     0.00  moonnuklear_newuserdata
  0.00      0.06     0.00        2     0.00     0.00  moonnuklear_udata_new
  0.00      0.06     0.00        2     0.00     0.00  nk_command_buffer_init
  0.00      0.06     0.00        2     0.00     2.81  nk_create_window
  0.00      0.06     0.00        2     0.00     0.00  nk_insert_window
  0.00      0.06     0.00        2     0.00     0.00  nk_malloc
  0.00      0.06     0.00        2     0.00     0.00  nk_mfree
  0.00      0.06     0.00        2     0.00     0.00  registerModelCylinder
  0.00      0.06     0.00        2     0.00     0.00  udata_insert
  0.00      0.06     0.00        2     0.00     0.00  udatatree_s_RB_INSERT
  0.00      0.06     0.00        2     0.00     0.00  udatatree_s_RB_INSERT_COLOR
  0.00      0.06     0.00        1     0.00     0.00  AddConstants
  0.00      0.06     0.00        1     0.00     0.00  AddVersions
  0.00      0.06     0.00        1     0.00    64.55  InitNuklear
  0.00      0.06     0.00        1     0.00    64.55  InitNuklearContext
  0.00      0.06     0.00        1     0.00     0.00  SetNuklearScaling
  0.00      0.06     0.00        1     0.00     8.42  UnloadNuklear
  0.00      0.06     0.00        1     0.00     4.57  cleanup
  0.00      0.06     0.00        1     0.00     4.94  createEnvironment
  0.00      0.06     0.00        1     0.00     8.99  createProp
  0.00      0.06     0.00        1     0.00     8.78  createWeather
  0.00      0.06     0.00        1     0.00     0.00  ecs_findEntity
  0.00      0.06     0.00        1     0.00     0.45  ecs_getCompID
  0.00      0.06     0.00        1     0.00     0.00  ecs_init
  0.00      0.06     0.00        1     0.00     0.45  engine_cbColliderOnCreate
  0.00      0.06     0.00        1     0.00     0.00  engine_cbColliderOnDestroy
  0.00      0.06     0.00        1     0.00     0.90  engine_cbRigidBodyOnCreate
  0.00      0.06     0.00        1     0.00     0.00  engine_cbRigidBodyOnDestroy
  0.00      0.06     0.00        1     0.00     1.80  engine_createAmbientLight
  0.00      0.06     0.00        1     0.00     0.90  engine_createCamera
  0.00      0.06     0.00        1     0.00     1.35  engine_createConvexHullCollider
  0.00      0.06     0.00        1     0.00     1.35  engine_createConvexHullColliderModel
  0.00      0.06     0.00        1     0.00     1.80  engine_createDirLight
  0.00      0.06     0.00        1     0.00     1.80  engine_createRigidBody
  0.00      0.06     0.00        1     0.00     0.45  engine_getRigidBody
  0.00      0.06     0.00        1     0.00     0.00  engine_init
  0.00      0.06     0.00        1     0.00     0.00  engine_render_setCamera
  0.00      0.06     0.00        1     0.00     0.00  initCollider
  0.00      0.06     0.00        1     0.00     0.00  loadAssets
  0.00      0.06     0.00        1     0.00     0.00  luaEnvCreate
  0.00      0.06     0.00        1     0.00     0.00  luaEnvSetEngine
  0.00      0.06     0.00        1     0.00     0.00  luaEnvSetNkContext
  0.00      0.06     0.00        1     0.00     0.00  luaEnvSetupBindings
  0.00      0.06     0.00        1     0.00     0.00  luaOpenEngine
  0.00      0.06     0.00        1     0.00     0.00  luaOpenMatrix
  0.00      0.06     0.00        1     0.00     0.00  luaOpenMisc
  0.00      0.06     0.00        1     0.00     0.00  luaOpenQuaternion
  0.00      0.06     0.00        1     0.00     0.00  luaOpenRaylib
  0.00      0.06     0.00        1     0.00     0.00  luaOpenVector3
  0.00      0.06     0.00        1     0.00     0.00  luaopen_moonnuklear
  0.00      0.06     0.00        1     0.00     0.00  malloc_init
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_checklightuserdata
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_enums_free_all
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_newedit
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_atlas
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_buffer
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_canvas
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_context
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_cursor
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_edit
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_enums
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_flags
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_font
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_image
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_input
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_layout
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_nine_slice
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_panel
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_style
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_tracing
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_versions
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_widgets
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_open_window
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_udata_addmethods
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_udata_mem
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_userdata
  0.00      0.06     0.00        1     0.00     0.00  moonnuklear_utils_init
  0.00      0.06     0.00        1     0.00     0.00  nk_buffer_free
  0.00      0.06     0.00        1     0.00     2.81  nk_buffer_init
  0.00      0.06     0.00        1     0.00     2.81  nk_draw_list_init
  0.00      0.06     0.00        1     0.00     8.42  nk_free
  0.00      0.06     0.00        1     0.00    64.55  nk_init
  0.00      0.06     0.00        1     0.00    64.55  nk_init_default
  0.00      0.06     0.00        1     0.00     0.00  nk_pool_free
  0.00      0.06     0.00        1     0.00     2.81  nk_pool_init
  0.00      0.06     0.00        1     0.00     0.00  nk_set_user_data
  0.00      0.06     0.00        1     0.00    58.94  nk_setup
  0.00      0.06     0.00        1     0.00    53.33  nk_style_default
  0.00      0.06     0.00        1     0.00    53.33  nk_style_from_table
  0.00      0.06     0.00        1     0.00     0.00  physics_addCollider
  0.00      0.06     0.00        1     0.00     0.00  physics_addRigidBody
  0.00      0.06     0.00        1     0.00     0.00  physics_initRigidBody
  0.00      0.06     0.00        1     0.00     0.00  physics_initSystem
  0.00      0.06     0.00        1     0.00     0.00  physics_removeCollider
  0.00      0.06     0.00        1     0.00     0.00  physics_removeRigidBody
  0.00      0.06     0.00        1     0.00     0.00  physics_setPosition
  0.00      0.06     0.00        1     0.00     0.00  registerModel
  0.00      0.06     0.00        1     0.00     0.00  registerModelSkybox
  0.00      0.06     0.00        1     0.00     0.00  render_init
  0.00      0.06     0.00        1     0.00     0.00  render_setupDirShadow

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 16.67% of 0.06 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     66.5    0.00    0.04                 main [1]
                0.00    0.02     505/505         render_drawScene [2]
                0.01    0.00     505/505         DrawNuklear [5]
                0.00    0.00     505/505         engine_stepUpdate [21]
                0.00    0.00       1/1           InitNuklear [38]
                0.00    0.00       1/1           createProp [51]
                0.00    0.00       1/1           createWeather [52]
                0.00    0.00       1/1           UnloadNuklear [53]
                0.00    0.00       1/1           createEnvironment [58]
                0.00    0.00       1/1           cleanup [61]
                0.00    0.00       2/4           engine_entityPostCreate [60]
                0.00    0.00       1/2           engine_createScriptFromFile [64]
                0.00    0.00     505/505         render_updateState [218]
                0.00    0.00     505/505         UpdateNuklear [207]
                0.00    0.00       1/1           SetNuklearScaling [281]
                0.00    0.00       1/1           engine_init [286]
                0.00    0.00       1/1           render_init [340]
                0.00    0.00       1/1           loadAssets [289]
                0.00    0.00       1/1           render_setupDirShadow [341]
                0.00    0.00       1/1           luaEnvSetEngine [291]
                0.00    0.00       1/1           luaEnvSetNkContext [292]
                0.00    0.00       1/1           physics_setPosition [337]
-----------------------------------------------
                0.00    0.02     505/505         main [1]
[2]     41.6    0.00    0.02     505         render_drawScene [2]
                0.00    0.02     505/505         render_drawShadowMaps [3]
                0.00    0.00     505/2020        render_createMeshRendererDrawList [4]
                0.00    0.00     505/2020        render_sortMeshRenderers [10]
                0.00    0.00     505/2020        render_drawVisibleMeshes [22]
                0.00    0.00    1012/1012        array_capacity [157]
                0.00    0.00       2/8           array_resize [241]
-----------------------------------------------
                0.00    0.02     505/505         render_drawScene [2]
[3]     31.2    0.00    0.02     505         render_drawShadowMaps [3]
                0.00    0.01    1515/2020        render_createMeshRendererDrawList [4]
                0.00    0.01    1515/2020        render_sortMeshRenderers [10]
                0.00    0.00    1515/2020        render_drawVisibleMeshes [22]
                0.00    0.00     505/5688        hashmap_getP [117]
-----------------------------------------------
                0.00    0.00     505/2020        render_drawScene [2]
                0.00    0.01    1515/2020        render_drawShadowMaps [3]
[4]     19.7    0.00    0.01    2020         render_createMeshRendererDrawList [4]
                0.01    0.00    4040/4040        FrustumBoxIntersect [8]
                0.00    0.00    4040/8407        engine_getTransform [20]
                0.00    0.00    6060/27272       array_size [96]
                0.00    0.00    4040/21640       array_get [101]
                0.00    0.00    4040/4541        BoxTransform [120]
                0.00    0.00    3853/11268       array_pushBack [106]
                0.00    0.00    2020/2020        GetCameraFrustum [135]
                0.00    0.00    2020/4040        array_clear [121]
-----------------------------------------------
                0.01    0.00     505/505         main [1]
[5]     19.0    0.01    0.00     505         DrawNuklear [5]
                0.00    0.00     505/505         nk_clear [27]
                0.00    0.00    8080/8080        nk__next [107]
                0.00    0.00    6060/6060        ColorFromNuklear [114]
                0.00    0.00     505/1010        GetNuklearScaling [158]
                0.00    0.00     505/505         nk__begin [209]
-----------------------------------------------
                0.00    0.00       4/22247       insertsort_u32Inc [76]
                0.00    0.00      24/22247       ecs_entityExists [47]
                0.01    0.00   22219/22247       ecs_checkEntityExists [12]
[6]     16.7    0.01    0.00   22247         binsearch_u32Inc [6]
-----------------------------------------------
                0.00    0.00     505/3563        nk_clear [27]
                0.01    0.00    3058/3563        nk_zero [13]
[7]     16.7    0.01    0.00    3563         nk_memset [7]
-----------------------------------------------
                0.01    0.00    4040/4040        render_createMeshRendererDrawList [4]
[8]     16.7    0.01    0.00    4040         FrustumBoxIntersect [8]
-----------------------------------------------
                0.01    0.00    3853/3853        render_sortMeshRenderers [10]
[9]     16.7    0.01    0.00    3853         engine_meshRendererCenter [9]
-----------------------------------------------
                0.00    0.00     505/2020        render_drawScene [2]
                0.00    0.01    1515/2020        render_drawShadowMaps [3]
[10]    16.7    0.00    0.01    2020         render_sortMeshRenderers [10]
                0.01    0.00    3853/3853        engine_meshRendererCenter [9]
                0.00    0.00   11746/27272       array_size [96]
                0.00    0.00    7519/21640       array_get [101]
                0.00    0.00    3853/11268       array_pushBack [106]
                0.00    0.00    2020/4040        array_clear [121]
-----------------------------------------------
                                                 <spontaneous>
[11]    16.7    0.01    0.00                 _init [11]
-----------------------------------------------
                0.00    0.00       1/22219       ecs_getCompID [91]
                0.00    0.00       8/22219       ecs_execCallbackAllComp [50]
                0.00    0.00      17/22219       ecs_registerComp [55]
                0.00    0.00      29/22219       ecs_setCallback [46]
                0.00    0.00    4676/22219       ecs_execCallback [25]
                0.00    0.01   17488/22219       ecs_getComp [17]
[12]    16.6    0.00    0.01   22219         ecs_checkEntityExists [12]
                0.01    0.00   22219/22247       binsearch_u32Inc [6]
-----------------------------------------------
                0.00    0.00       1/3058        nk_buffer_init [65]
                0.00    0.00       1/3058        nk_draw_list_init [66]
                0.00    0.00       1/3058        nk_setup [42]
                0.00    0.00       1/3058        nk_pool_init [67]
                0.00    0.00       3/3058        nk_free [54]
                0.00    0.00      19/3058        nk_style_from_table [44]
                0.00    0.00    1010/3058        nk_create_panel [19]
